,Type,Episodes,Rating,Start_season,Score
13721,ONA,1,G - All Ages,Winter,5.746666666666667
13722,TV,12,PG-13 - Teens 13 or older,Fall,6.78
13726,TV,49,G - All Ages,Winter,7.72
13741,Music,1,G - All Ages,Fall,5.63
13744,Special,1,PG-13 - Teens 13 or older,Winter,7.29
13752,OVA,1,R - 17+ (violence & profanity),Spring,7.1
13754,Special,1,PG-13 - Teens 13 or older,Fall,6.3
13757,TV,10,PG-13 - Teens 13 or older,Fall,4.91
13758,TV,12,R - 17+ (violence & profanity),Winter,7.13
13767,ONA,13,PG-13 - Teens 13 or older,Winter,6.39
13769,TV,24,R - 17+ (violence & profanity),Summer,8.45
13770,TV,12,PG-13 - Teens 13 or older,Spring,7.33
13771,TV,13,PG-13 - Teens 13 or older,Fall,7.58
13772,TV,12,PG-13 - Teens 13 or older,Summer,6.71
13773,ONA,12,R - 17+ (violence & profanity),Spring,5.69
13776,Movie,1,PG-13 - Teens 13 or older,Summer,6.6
13794,Special,1,G - All Ages,Summer,6.85
13798,OVA,1,R+ - Mild Nudity,Winter,6.94
13800,Special,4,PG-13 - Teens 13 or older,Fall,6.87
13804,Movie,1,R - 17+ (violence & profanity),Winter,7.76
13805,TV,12,PG-13 - Teens 13 or older,Summer,7.59
13810,Music,1,G - All Ages,Spring,6.26
13813,OVA,4,Rx - Hentai,Winter,7.53
13815,ONA,24,PG-13 - Teens 13 or older,Fall,6.405172413793103
13818,TV,12,R+ - Mild Nudity,Summer,7.06
13820,TV,12,PG - Children,Winter,6.06
13821,Special,2,R - 17+ (violence & profanity),Summer,6.39
13824,ONA,60,PG-13 - Teens 13 or older,Winter,7.21
13828,OVA,2,Rx - Hentai,Winter,7.22
13841,TV,26,PG-13 - Teens 13 or older,Spring,7.5
13842,OVA,1,Rx - Hentai,Fall,6.46
13843,Special,7,PG-13 - Teens 13 or older,Fall,5.63
13848,ONA,26,R - 17+ (violence & profanity),Summer,6.33
13856,ONA,12,PG-13 - Teens 13 or older,Fall,7.25
13857,OVA,1,PG-13 - Teens 13 or older,Spring,6.75
13862,ONA,1,PG-13 - Teens 13 or older,Fall,7.05
13863,TV,12,G - All Ages,Winter,6.36
13865,ONA,10,PG-13 - Teens 13 or older,Winter,6.84
13866,ONA,12,PG-13 - Teens 13 or older,Summer,6.69
13867,OVA,2,PG-13 - Teens 13 or older,Winter,6.91
13868,TV,12,PG-13 - Teens 13 or older,Spring,6.78
13869,Special,2,R - 17+ (violence & profanity),Summer,7.83
13870,TV,12,PG - Children,Winter,5.91
13871,Special,1,PG-13 - Teens 13 or older,Fall,7.01
13872,ONA,1,G - All Ages,Winter,5.75
13873,TV,12,PG-13 - Teens 13 or older,Spring,7.13
13874,Movie,1,PG-13 - Teens 13 or older,Spring,7.19
13885,Movie,1,R - 17+ (violence & profanity),Spring,6.68
13886,TV,12,PG-13 - Teens 13 or older,Summer,6.86
13892,ONA,8,PG-13 - Teens 13 or older,Fall,7.54
13893,ONA,26,PG-13 - Teens 13 or older,Fall,7.47
13894,Special,1,PG - Children,Summer,6.21
13895,Special,1,PG-13 - Teens 13 or older,Fall,6.82
13896,TV,12,PG-13 - Teens 13 or older,Spring,6.03
13897,Special,1,PG-13 - Teens 13 or older,Winter,6.81
13898,Special,1,PG-13 - Teens 13 or older,Fall,6.27
13901,TV,12,PG-13 - Teens 13 or older,Winter,8.81
13902,TV,12,R+ - Mild Nudity,Winter,5.54
13906,TV,10,R+ - Mild Nudity,Winter,5.21
13907,ONA,15,PG-13 - Teens 13 or older,Fall,7.23
13908,OVA,2,Rx - Hentai,Winter,6.84
13910,ONA,24,G - All Ages,Fall,6.85
13912,Movie,1,PG - Children,Summer,6.142857142857143
13913,Movie,1,PG-13 - Teens 13 or older,Fall,6.17
13914,ONA,1,G - All Ages,Fall,6.0
13915,Movie,1,R - 17+ (violence & profanity),Winter,8.74
13916,TV,25,PG-13 - Teens 13 or older,Spring,6.83
13920,ONA,13,PG-13 - Teens 13 or older,Spring,6.75
13921,TV,10,R - 17+ (violence & profanity),Summer,6.93
13923,ONA,1,PG-13 - Teens 13 or older,Winter,5.67
13926,TV,13,PG-13 - Teens 13 or older,Summer,6.52
13928,TV,12,PG-13 - Teens 13 or older,Spring,7.37
13929,Movie,1,PG-13 - Teens 13 or older,Fall,8.48
13933,TV,10,PG-13 - Teens 13 or older,Winter,6.25
13935,Movie,1,PG-13 - Teens 13 or older,Summer,7.7
13936,TV,12,PG-13 - Teens 13 or older,Spring,6.64
13937,ONA,12,R - 17+ (violence & profanity),Summer,7.47
13938,ONA,10,PG-13 - Teens 13 or older,Spring,7.7
13940,TV,11,PG-13 - Teens 13 or older,Summer,6.94
13942,ONA,42,PG-13 - Teens 13 or older,Fall,7.61
13943,Special,4,G - All Ages,Winter,5.86
13944,Special,1,PG-13 - Teens 13 or older,Fall,6.35
13945,Special,1,PG-13 - Teens 13 or older,Fall,6.27
13951,Special,1,PG-13 - Teens 13 or older,Winter,7.29
13953,Movie,1,PG - Children,Summer,7.19
13955,OVA,2,Rx - Hentai,Spring,6.82
13956,TV,52,G - All Ages,Spring,7.42
13957,Movie,1,G - All Ages,Summer,7.32
13958,OVA,1,PG-13 - Teens 13 or older,Winter,6.425531914893617
13959,Special,3,PG-13 - Teens 13 or older,Fall,6.37
13960,TV,12,PG-13 - Teens 13 or older,Spring,5.58
13961,TV,12,PG-13 - Teens 13 or older,Fall,5.72
13962,Movie,1,PG-13 - Teens 13 or older,Fall,8.1
13964,TV,12,PG-13 - Teens 13 or older,Spring,8.08
13965,OVA,4,R+ - Mild Nudity,Summer,7.08
13966,Special,2,PG-13 - Teens 13 or older,Fall,7.41
13969,ONA,8,PG-13 - Teens 13 or older,Summer,6.17
13970,OVA,1,Rx - Hentai,Winter,6.56
13971,OVA,1,PG-13 - Teens 13 or older,Spring,7.48
13972,ONA,8,PG-13 - Teens 13 or older,Winter,7.95
13974,OVA,1,PG-13 - Teens 13 or older,Summer,6.97
13976,ONA,1,PG - Children,Summer,4.301587301587301
13979,TV,12,R - 17+ (violence & profanity),Spring,5.43
13983,TV,39,G - All Ages,Winter,6.8
13984,Music,1,PG - Children,Fall,5.19
13985,Movie,1,PG-13 - Teens 13 or older,Summer,8.22
13986,Special,1,PG-13 - Teens 13 or older,Winter,6.19
13987,Special,2,R - 17+ (violence & profanity),Spring,5.93
13989,Movie,1,G - All Ages,Winter,6.69
13990,ONA,12,PG-13 - Teens 13 or older,Spring,5.98
13991,Movie,6,R - 17+ (violence & profanity),Fall,8.5
13992,Special,1,PG-13 - Teens 13 or older,Winter,5.73
13994,TV,24,PG-13 - Teens 13 or older,Fall,7.6
14000,OVA,1,PG-13 - Teens 13 or older,Spring,5.0256410256410255
14004,ONA,6,PG-13 - Teens 13 or older,Summer,5.73
14005,TV,50,PG - Children,Spring,7.26
14007,Special,6,PG-13 - Teens 13 or older,Spring,5.93
14008,Movie,1,PG-13 - Teens 13 or older,Winter,7.61
14010,TV,13,PG-13 - Teens 13 or older,Spring,7.84
14011,Special,1,PG-13 - Teens 13 or older,Fall,7.24
14012,ONA,13,PG-13 - Teens 13 or older,Winter,7.82
14013,Special,1,PG-13 - Teens 13 or older,Fall,5.63
14014,TV,12,PG-13 - Teens 13 or older,Spring,6.51
14015,ONA,1,PG-13 - Teens 13 or older,Fall,5.9
14016,ONA,12,PG-13 - Teens 13 or older,Spring,6.45
14017,ONA,6,PG-13 - Teens 13 or older,Fall,6.58
14018,Special,1,PG-13 - Teens 13 or older,Fall,6.44
14019,Special,2,PG-13 - Teens 13 or older,Winter,6.6
14021,Movie,1,G - All Ages,Fall,6.0
14023,Movie,1,R - 17+ (violence & profanity),Winter,8.28
14038,ONA,3,PG-13 - Teens 13 or older,Spring,8.31
14040,TV,12,R - 17+ (violence & profanity),Winter,7.33
14041,ONA,13,PG-13 - Teens 13 or older,Winter,6.85
14042,OVA,2,Rx - Hentai,Winter,6.84
14044,Special,1,R - 17+ (violence & profanity),Winter,6.34
14045,Special,1,PG-13 - Teens 13 or older,Summer,8.32
14053,Special,3,PG-13 - Teens 13 or older,Fall,7.03
14054,ONA,11,PG-13 - Teens 13 or older,Winter,6.0
14055,TV,12,PG-13 - Teens 13 or older,Summer,8.41
14056,TV,12,PG-13 - Teens 13 or older,Fall,6.43
14057,Special,1,PG-13 - Teens 13 or older,Spring,7.54
14058,Movie,1,G - All Ages,Winter,6.25
14060,TV,25,PG - Children,Fall,5.416666666666667
14061,ONA,13,PG-13 - Teens 13 or older,Fall,6.59
14063,TV,26,PG-13 - Teens 13 or older,Spring,7.05
14064,OVA,4,Rx - Hentai,Winter,6.27
14069,Special,1,PG-13 - Teens 13 or older,Summer,6.59
14070,TV,97,G - All Ages,Spring,7.23
14071,TV,13,PG-13 - Teens 13 or older,Summer,7.64
14073,ONA,3,G - All Ages,Winter,5.18
14078,ONA,1,R - 17+ (violence & profanity),Fall,5.71
14080,ONA,26,PG-13 - Teens 13 or older,Winter,7.85
14081,TV,13,PG - Children,Summer,6.17
14084,TV,12,PG-13 - Teens 13 or older,Winter,5.99
14091,TV,12,PG-13 - Teens 13 or older,Summer,8.19
14092,Special,2,R+ - Mild Nudity,Spring,5.48
14093,ONA,1,PG-13 - Teens 13 or older,Winter,5.86
14094,ONA,12,R - 17+ (violence & profanity),Winter,7.42
14097,TV,51,PG - Children,Spring,6.93
14099,Movie,1,G - All Ages,Summer,6.052631578947368
14100,ONA,12,PG-13 - Teens 13 or older,Fall,6.14
14101,ONA,12,PG-13 - Teens 13 or older,Summer,7.06
14102,ONA,12,PG-13 - Teens 13 or older,Summer,6.95
14105,TV,12,PG-13 - Teens 13 or older,Spring,6.39
14116,TV,21,PG-13 - Teens 13 or older,Fall,6.87
14117,TV,50,PG - Children,Spring,7.1
14118,TV,12,PG-13 - Teens 13 or older,Fall,6.93
14119,Movie,1,PG-13 - Teens 13 or older,Fall,6.76
14120,ONA,15,R - 17+ (violence & profanity),Summer,8.5
14121,ONA,20,PG-13 - Teens 13 or older,Summer,6.73
14122,TV,12,PG-13 - Teens 13 or older,Summer,6.98
14127,TV,12,PG-13 - Teens 13 or older,Fall,6.97
14129,OVA,6,Rx - Hentai,Spring,6.48
14133,TV,12,PG-13 - Teens 13 or older,Fall,6.54
14134,OVA,2,Rx - Hentai,Spring,7.26
14139,TV,25,G - All Ages,Spring,6.31
14141,ONA,1,G - All Ages,Winter,6.51
14142,ONA,1,G - All Ages,Winter,5.01
14143,TV,12,PG-13 - Teens 13 or older,Spring,6.45
14146,TV,12,PG-13 - Teens 13 or older,Spring,5.23
14147,TV,13,PG-13 - Teens 13 or older,Summer,6.93
14151,ONA,8,G - All Ages,Spring,5.66
14152,Music,1,G - All Ages,Summer,7.3
14154,TV,12,PG-13 - Teens 13 or older,Fall,5.7
14155,Special,2,PG-13 - Teens 13 or older,Winter,6.7
14157,Special,4,PG-13 - Teens 13 or older,Winter,5.43
14161,TV,9,R+ - Mild Nudity,Summer,6.4
14162,TV,51,PG - Children,Spring,6.3
14165,OVA,1,G - All Ages,Winter,5.75
14169,ONA,48,PG-13 - Teens 13 or older,Winter,7.11
14171,ONA,12,PG-13 - Teens 13 or older,Winter,6.86
14173,TV,12,PG-13 - Teens 13 or older,Winter,7.07
14174,Movie,1,PG-13 - Teens 13 or older,Summer,7.3
14175,Movie,1,PG-13 - Teens 13 or older,Summer,7.11
14176,Movie,1,PG-13 - Teens 13 or older,Fall,7.44
14177,Movie,1,PG-13 - Teens 13 or older,Fall,7.62
14178,Movie,1,PG-13 - Teens 13 or older,Fall,7.13
14179,Movie,6,PG-13 - Teens 13 or older,Summer,5.69
14183,TV,13,R+ - Mild Nudity,Spring,5.47
14184,TV,49,G - All Ages,Spring,6.58
14187,TV,26,G - All Ages,Summer,5.758620689655173
14192,TV,24,PG-13 - Teens 13 or older,Summer,7.14
14194,Special,3,PG-13 - Teens 13 or older,Winter,7.53
14197,TV,24,PG-13 - Teens 13 or older,Winter,6.5
14199,TV,12,PG-13 - Teens 13 or older,Summer,7.24
14200,Movie,1,PG-13 - Teens 13 or older,Winter,7.44
14201,TV,12,R - 17+ (violence & profanity),Fall,7.46
14210,OVA,2,Rx - Hentai,Spring,6.65
14212,OVA,1,R - 17+ (violence & profanity),Summer,7.2
14214,TV,32,G - All Ages,Spring,5.75
14215,TV,32,G - All Ages,Spring,6.447368421052632
14216,Music,1,G - All Ages,Winter,7.57
14217,TV,12,PG-13 - Teens 13 or older,Winter,5.12
14218,OVA,1,PG-13 - Teens 13 or older,Summer,6.54
14219,TV,24,PG-13 - Teens 13 or older,Fall,8.52
14220,Music,1,G - All Ages,Summer,5.67
14224,ONA,12,R - 17+ (violence & profanity),Fall,6.13
14228,TV,12,PG-13 - Teens 13 or older,Fall,6.86
14229,TV,50,PG - Children,Summer,6.29
14230,Movie,3,PG-13 - Teens 13 or older,Summer,7.17
14233,Movie,1,G - All Ages,Summer,6.86
14234,TV,50,PG-13 - Teens 13 or older,Fall,7.35
14236,OVA,6,Rx - Hentai,Spring,7.25
14238,Movie,1,PG - Children,Summer,7.65
14239,Special,1,PG-13 - Teens 13 or older,Winter,4.97
14240,ONA,8,G - All Ages,Winter,5.4363636363636365
14247,TV,13,PG-13 - Teens 13 or older,Summer,6.53
14249,ONA,7,PG-13 - Teens 13 or older,Summer,6.39
14250,TV,11,PG-13 - Teens 13 or older,Spring,7.54
14252,TV,24,PG-13 - Teens 13 or older,Fall,8.07
14254,TV,24,G - All Ages,Spring,6.56
14255,TV,24,PG-13 - Teens 13 or older,Spring,7.95
14256,ONA,12,PG-13 - Teens 13 or older,Winter,6.13
14258,ONA,11,R - 17+ (violence & profanity),Fall,6.38
14259,Movie,1,R - 17+ (violence & profanity),Winter,7.12
14260,Movie,1,R - 17+ (violence & profanity),Winter,7.48
14261,Movie,1,R - 17+ (violence & profanity),Winter,7.74
14262,TV,12,PG-13 - Teens 13 or older,Summer,5.75
14263,TV,36,PG-13 - Teens 13 or older,Fall,7.09
14264,TV,12,PG-13 - Teens 13 or older,Spring,4.18
14265,OVA,10,R+ - Mild Nudity,Fall,7.08
14266,TV,13,PG-13 - Teens 13 or older,Fall,8.38
14267,TV,18,R - 17+ (violence & profanity),Winter,7.1
14272,TV,12,PG-13 - Teens 13 or older,Summer,6.75
14284,TV,12,PG-13 - Teens 13 or older,Fall,7.47
14285,TV,52,PG-13 - Teens 13 or older,Spring,6.76
14286,TV,12,PG-13 - Teens 13 or older,Summer,5.96
14289,TV,51,PG-13 - Teens 13 or older,Spring,5.92
14291,TV,12,PG-13 - Teens 13 or older,Summer,6.7
14292,TV,23,PG-13 - Teens 13 or older,Fall,7.14
14293,TV,14,PG-13 - Teens 13 or older,Summer,8.86
14294,Special,1,PG-13 - Teens 13 or older,Fall,7.13
14297,TV,13,R - 17+ (violence & profanity),Fall,6.87
14298,TV,13,PG-13 - Teens 13 or older,Fall,7.55
14299,Movie,1,PG-13 - Teens 13 or older,Fall,6.77
14300,Movie,1,G - All Ages,Fall,7.48
14301,Special,6,PG-13 - Teens 13 or older,Summer,6.45
14302,Special,1,R - 17+ (violence & profanity),Winter,6.53
14303,Special,1,R+ - Mild Nudity,Summer,5.45
14305,TV,13,PG-13 - Teens 13 or older,Winter,5.54
14306,TV,13,PG-13 - Teens 13 or older,Winter,8.84
14308,Movie,1,R - 17+ (violence & profanity),Winter,8.14
14309,Movie,1,R - 17+ (violence & profanity),Winter,8.34
14310,Movie,1,PG-13 - Teens 13 or older,Winter,7.43
14311,TV,12,R - 17+ (violence & profanity),Summer,6.89
14312,TV,24,R - 17+ (violence & profanity),Winter,8.19
14313,TV,24,R - 17+ (violence & profanity),Summer,8.71
14314,TV,13,R - 17+ (violence & profanity),Winter,6.48
14315,TV,12,R - 17+ (violence & profanity),Fall,6.81
14344,TV,10,PG-13 - Teens 13 or older,Fall,6.09
14347,TV,12,PG-13 - Teens 13 or older,Fall,6.47
14348,ONA,3,PG-13 - Teens 13 or older,Summer,5.284090909090909
14350,ONA,16,PG-13 - Teens 13 or older,Spring,6.53
14352,TV,12,R - 17+ (violence & profanity),Summer,7.04
14353,TV,12,PG-13 - Teens 13 or older,Summer,4.93
14354,TV,13,PG-13 - Teens 13 or older,Winter,5.78
14355,Movie,3,PG-13 - Teens 13 or older,Summer,6.07
14356,TV,12,PG-13 - Teens 13 or older,Summer,7.23
14357,TV,12,PG-13 - Teens 13 or older,Fall,7.1
14358,Special,1,PG-13 - Teens 13 or older,Spring,6.262295081967213
14359,TV,12,PG-13 - Teens 13 or older,Fall,5.77
14360,OVA,2,R+ - Mild Nudity,Summer,6.66
14362,TV,12,PG-13 - Teens 13 or older,Summer,6.63
14364,ONA,8,G - All Ages,Winter,6.66
14365,ONA,1,PG-13 - Teens 13 or older,Winter,5.93
14370,TV,13,PG-13 - Teens 13 or older,Fall,7.38
14371,TV,12,PG-13 - Teens 13 or older,Summer,6.41
14373,Movie,1,PG-13 - Teens 13 or older,Spring,5.85
14374,TV,12,PG-13 - Teens 13 or older,Summer,5.35
14384,TV,8,PG - Children,Spring,6.66
14385,TV,12,PG-13 - Teens 13 or older,Spring,7.51
14387,ONA,12,PG-13 - Teens 13 or older,Fall,7.28
14388,ONA,24,PG-13 - Teens 13 or older,Fall,6.19
14389,ONA,24,PG-13 - Teens 13 or older,Fall,6.068965517241379
14390,OVA,1,PG-13 - Teens 13 or older,Summer,7.51
14392,Movie,3,G - All Ages,Summer,6.91
14397,ONA,12,PG-13 - Teens 13 or older,Spring,6.42
14400,Special,2,G - All Ages,Winter,5.025
14401,TV,11,G - All Ages,Summer,6.4
14403,TV,3,R - 17+ (violence & profanity),Summer,6.54
14405,ONA,12,R - 17+ (violence & profanity),Summer,5.83
14406,TV,12,PG-13 - Teens 13 or older,Fall,6.17
14409,TV,12,G - All Ages,Summer,6.01
14410,Special,1,G - All Ages,Winter,5.83
14415,Special,3,G - All Ages,Spring,5.27
14419,Special,1,PG-13 - Teens 13 or older,Winter,6.29
14420,TV,13,R - 17+ (violence & profanity),Summer,7.95
14424,Movie,1,G - All Ages,Summer,7.55
14426,ONA,1,G - All Ages,Spring,6.4
14439,OVA,2,Rx - Hentai,Summer,6.53
14440,Special,3,R - 17+ (violence & profanity),Summer,6.33
14441,Movie,1,PG-13 - Teens 13 or older,Winter,7.51
14443,Special,1,PG-13 - Teens 13 or older,Spring,6.49
14444,OVA,2,PG-13 - Teens 13 or older,Fall,6.42
14446,TV,12,PG-13 - Teens 13 or older,Fall,7.26
14448,Special,1,R+ - Mild Nudity,Spring,6.88
14451,TV,12,PG-13 - Teens 13 or older,Fall,6.97
14459,ONA,1,R+ - Mild Nudity,Summer,5.38
14461,ONA,20,PG-13 - Teens 13 or older,Summer,6.944954128440367
14462,TV,47,PG - Children,Summer,6.44
14463,ONA,25,PG-13 - Teens 13 or older,Spring,6.47
14465,TV,12,PG-13 - Teens 13 or older,Summer,5.38
14466,TV,12,PG-13 - Teens 13 or older,Winter,4.88
14472,ONA,33,R - 17+ (violence & profanity),Spring,6.3
14473,ONA,1,PG-13 - Teens 13 or older,Summer,6.94
14475,Movie,1,PG-13 - Teens 13 or older,Fall,6.64
14478,TV,12,PG-13 - Teens 13 or older,Summer,5.48
14479,ONA,2,Rx - Hentai,Summer,6.94
14480,OVA,1,PG-13 - Teens 13 or older,Summer,7.69
14484,TV,6,PG-13 - Teens 13 or older,Spring,6.6
14485,TV,12,R - 17+ (violence & profanity),Winter,8.65
14487,ONA,13,PG-13 - Teens 13 or older,Summer,6.82
14488,Special,1,G - All Ages,Spring,5.81
14489,TV,13,PG-13 - Teens 13 or older,Fall,7.93
14490,TV,26,PG - Children,Summer,5.544715447154472
14495,TV,12,R - 17+ (violence & profanity),Fall,6.33
14497,ONA,1,G - All Ages,Spring,5.51
14498,Movie,1,PG-13 - Teens 13 or older,Winter,7.74
14499,TV,13,PG-13 - Teens 13 or older,Spring,6.03
14501,Special,1,G - All Ages,Winter,6.99
14502,OVA,1,Rx - Hentai,Summer,7.08
14505,ONA,52,PG-13 - Teens 13 or older,Fall,8.17
14506,TV,12,PG-13 - Teens 13 or older,Fall,4.65
14508,ONA,1,PG-13 - Teens 13 or older,Fall,7.03
14510,Movie,1,PG - Children,Fall,6.72
14511,Special,1,PG-13 - Teens 13 or older,Spring,6.47
14521,Special,1,PG-13 - Teens 13 or older,Spring,5.25
14523,Movie,4,PG-13 - Teens 13 or older,Spring,6.73
14524,Movie,4,PG-13 - Teens 13 or older,Summer,6.63
14525,Movie,4,PG-13 - Teens 13 or older,Fall,6.79
14527,ONA,1,G - All Ages,Spring,6.86
14528,Special,1,PG - Children,Fall,5.63
14529,Special,3,PG-13 - Teens 13 or older,Spring,6.37
14531,TV,13,PG-13 - Teens 13 or older,Winter,7.59
14532,TV,13,PG-13 - Teens 13 or older,Winter,8.05
14533,TV,26,PG-13 - Teens 13 or older,Summer,7.78
14538,Special,1,PG-13 - Teens 13 or older,Summer,6.88
14540,OVA,1,R - 17+ (violence & profanity),Summer,7.18
14542,ONA,1,PG-13 - Teens 13 or older,Spring,7.19
14544,ONA,13,PG-13 - Teens 13 or older,Spring,6.407766990291262
14548,TV,13,PG-13 - Teens 13 or older,Summer,6.15
14549,ONA,12,PG-13 - Teens 13 or older,Fall,6.73
14550,ONA,12,PG-13 - Teens 13 or older,Summer,6.73
14551,ONA,12,PG-13 - Teens 13 or older,Spring,6.12
14552,Movie,1,R - 17+ (violence & profanity),Fall,6.27
14553,Special,1,PG-13 - Teens 13 or older,Summer,7.11
14557,Special,1,PG-13 - Teens 13 or older,Spring,5.58
14558,OVA,1,PG-13 - Teens 13 or older,Spring,6.74
14560,Movie,1,G - All Ages,Fall,5.46
14561,Special,3,PG-13 - Teens 13 or older,Fall,6.98
14562,TV,12,PG-13 - Teens 13 or older,Winter,6.64
14563,Special,2,PG-13 - Teens 13 or older,Winter,6.8
14564,ONA,1,PG-13 - Teens 13 or older,Spring,6.17
14566,TV,24,PG-13 - Teens 13 or older,Summer,7.72
14567,TV,12,PG-13 - Teens 13 or older,Summer,6.87
14573,ONA,12,PG-13 - Teens 13 or older,Summer,8.03
14576,ONA,3,R - 17+ (violence & profanity),Summer,8.0
14578,ONA,40,R - 17+ (violence & profanity),Summer,6.49
14579,OVA,4,Rx - Hentai,Spring,6.07
14580,TV,12,PG-13 - Teens 13 or older,Spring,6.21
14590,TV,12,PG-13 - Teens 13 or older,Spring,5.46
14591,Music,1,G - All Ages,Spring,7.51
14592,Music,1,G - All Ages,Spring,6.46
14593,TV,12,PG-13 - Teens 13 or older,Winter,7.66
14594,TV,13,PG-13 - Teens 13 or older,Winter,7.57
14595,Special,1,PG-13 - Teens 13 or older,Summer,7.67
14596,Movie,1,PG-13 - Teens 13 or older,Winter,6.04
14597,TV,15,PG-13 - Teens 13 or older,Spring,8.15
14599,TV,12,PG-13 - Teens 13 or older,Spring,6.71
14600,TV,23,PG-13 - Teens 13 or older,Fall,8.45
14601,Movie,1,PG - Children,Summer,6.1
14602,Movie,3,G - All Ages,Winter,6.43
14603,TV,55,PG - Children,Fall,5.932584269662922
14604,Movie,1,PG - Children,Fall,6.47
14605,ONA,1,PG-13 - Teens 13 or older,Summer,6.78
14606,TV,12,PG-13 - Teens 13 or older,Fall,7.53
14607,Special,2,PG-13 - Teens 13 or older,Spring,6.01
14608,TV,12,PG-13 - Teens 13 or older,Winter,7.4
14609,TV,12,R - 17+ (violence & profanity),Fall,7.52
14611,TV,12,R - 17+ (violence & profanity),Winter,6.34
14613,Movie,1,PG-13 - Teens 13 or older,Spring,7.13
14614,TV,12,R+ - Mild Nudity,Winter,6.77
14615,ONA,1,PG-13 - Teens 13 or older,Summer,7.07
14616,TV,24,PG-13 - Teens 13 or older,Winter,6.94
14617,ONA,10,PG-13 - Teens 13 or older,Spring,7.79
14618,Movie,1,PG-13 - Teens 13 or older,Winter,7.34
14619,Movie,1,PG-13 - Teens 13 or older,Summer,8.65
14620,TV,13,PG-13 - Teens 13 or older,Fall,6.54
14621,TV,12,R - 17+ (violence & profanity),Fall,8.2
14622,TV,12,PG-13 - Teens 13 or older,Fall,6.74
14623,TV,39,R - 17+ (violence & profanity),Fall,8.61
14624,TV,12,PG-13 - Teens 13 or older,Fall,5.66
14625,TV,12,PG-13 - Teens 13 or older,Winter,7.36
14627,OVA,1,PG-13 - Teens 13 or older,Fall,7.52
14628,OVA,1,R - 17+ (violence & profanity),Summer,6.87
14629,TV,12,PG-13 - Teens 13 or older,Winter,6.18
14630,TV,12,PG-13 - Teens 13 or older,Winter,8.43
14631,TV,26,R - 17+ (violence & profanity),Spring,8.62
14633,Special,2,PG-13 - Teens 13 or older,Fall,7.59
14634,TV,12,R - 17+ (violence & profanity),Spring,8.17
14635,TV,12,PG-13 - Teens 13 or older,Spring,6.48
14636,TV,12,PG-13 - Teens 13 or older,Fall,7.32
14640,TV,12,PG-13 - Teens 13 or older,Summer,6.69
14647,TV,10,PG - Children,Summer,5.30188679245283
14648,Movie,1,R - 17+ (violence & profanity),Summer,5.0
14650,ONA,30,PG-13 - Teens 13 or older,Spring,6.128571428571429
14651,TV,4,PG-13 - Teens 13 or older,Summer,6.81
14653,ONA,63,PG - Children,Summer,6.61
14658,Special,1,PG-13 - Teens 13 or older,Spring,7.46
14661,ONA,2,Rx - Hentai,Summer,6.86
14666,ONA,2,Rx - Hentai,Spring,6.58
14670,OVA,2,Rx - Hentai,Fall,6.67
14671,Movie,1,PG-13 - Teens 13 or older,Summer,8.52
14680,Special,3,PG-13 - Teens 13 or older,Fall,6.92
14681,Music,1,G - All Ages,Summer,6.15
14690,Special,1,PG-13 - Teens 13 or older,Summer,5.72
14691,TV,12,PG-13 - Teens 13 or older,Winter,6.94
14693,Special,1,G - All Ages,Spring,5.87
14695,ONA,11,PG - Children,Summer,6.01
14704,Movie,1,PG-13 - Teens 13 or older,Winter,6.29
14705,TV,13,PG-13 - Teens 13 or older,Spring,7.87
14706,Movie,1,PG-13 - Teens 13 or older,Spring,8.04
14708,TV,13,PG-13 - Teens 13 or older,Fall,6.06
14709,TV,21,PG-13 - Teens 13 or older,Fall,7.95
14713,Movie,1,PG-13 - Teens 13 or older,Winter,8.19
14714,TV,24,G - All Ages,Fall,6.58
14716,TV,12,PG-13 - Teens 13 or older,Spring,6.08
14720,OVA,1,Rx - Hentai,Fall,6.48
14723,TV,24,PG-13 - Teens 13 or older,Spring,7.25
14726,TV,12,PG-13 - Teens 13 or older,Winter,7.59
14727,Special,2,R - 17+ (violence & profanity),Spring,6.23
14730,ONA,13,G - All Ages,Spring,6.063157894736842
14731,ONA,16,PG-13 - Teens 13 or older,Spring,5.9113924050632916
14758,TV,12,PG-13 - Teens 13 or older,Winter,7.76
14760,Special,2,R - 17+ (violence & profanity),Spring,6.19
14761,TV,12,PG-13 - Teens 13 or older,Spring,6.07
14764,TV,12,PG-13 - Teens 13 or older,Winter,6.0
14767,TV,11,PG-13 - Teens 13 or older,Winter,5.53
